ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-04517,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,365,7,Phone
TKT-04518,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Looking forward to your assistance.,Product & Service,normal,Medium,890,11,Web Form
TKT-04519,Please remove the old payment method from my account.,Please remove the old payment method from my account. This is not urgent but I would like it resolved.,Account Management,low,Low,39,11,Phone
TKT-04520,How do I download all my data before closing the account?,How do I download all my data before closing the account? I would appreciate a response soon.,Account Management,normal,Medium,1308,9,Chat
TKT-04521,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Looking forward to your assistance.,Shipping & Delivery,normal,Medium,209,10,Web Form
TKT-04522,How do I upgrade from the basic to the professional plan?,"How do I upgrade from the basic to the professional plan? No rush, but please help when you get a chance.",Product & Service,low,Low,1700,8,Email
TKT-04523,I want to cancel my order before it ships.,I want to cancel my order before it ships. Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,612,3,Phone
TKT-04524,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Looking forward to your assistance.,Technical Support,normal,Medium,256,1,Email
TKT-04525,My invoice shows an incorrect amount. Please correct it.,"My invoice shows an incorrect amount. Please correct it. Whenever possible, please assist with this.",Billing & Payments,low,Low,947,14,Chat
TKT-04526,Please remove the old payment method from my account.,Please remove the old payment method from my account. Just wanted to bring this to your attention.,Account Management,low,Low,1359,2,Phone
TKT-04527,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. This is a critical issue affecting my business operations.,Product & Service,urgent,High,749,14,Phone
TKT-04528,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,554,15,Phone
TKT-04529,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,958,6,Phone
TKT-04530,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Please address this when you have time.,Technical Support,low,Low,752,11,Phone
TKT-04531,The product I received does not match the description on the...,The product I received does not match the description on the website. Please address this when you have time.,Product & Service,low,Low,1610,11,Web Form
TKT-04532,I need a replacement for the defective item I received.,"I need a replacement for the defective item I received. Whenever possible, please assist with this.",Product & Service,low,Low,1028,3,Web Form
TKT-04533,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,1584,8,Email
TKT-04534,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1519,9,Web Form
TKT-04535,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,516,12,Web Form
TKT-04536,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Looking forward to your assistance.,Billing & Payments,normal,Medium,1372,15,Chat
TKT-04537,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Kindly help me resolve this issue.,Account Management,normal,Medium,1172,10,Email
TKT-04538,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. This is a critical issue affecting my business operations.,Product & Service,urgent,High,764,12,Email
TKT-04539,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,1689,12,Email
TKT-04540,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Please let me know how to proceed.,Billing & Payments,normal,Medium,1389,0,Email
TKT-04541,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Looking forward to your assistance.,Billing & Payments,normal,Medium,943,8,Email
TKT-04542,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,365,10,Phone
TKT-04543,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Just wanted to bring this to your attention.,Billing & Payments,low,Low,225,11,Chat
TKT-04544,Can I return a product that was bought during a sale?,Can I return a product that was bought during a sale? Please let me know how to proceed.,Product & Service,normal,Medium,869,14,Web Form
TKT-04545,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. This is not urgent but I would like it resolved.,Technical Support,low,Low,997,7,Phone
